q_bond_0,q_bond_5,bond_local_idx,bond_global_idx,optimal_prob_bid,optimal_prob_ask,optimal_delta_bid,optimal_delta_ask
-35000.0,-30000.0,1,5,0.4894367,0.046653923,0.0408835,0.47549486
-35000.0,-24000.0,1,5,0.4756575,0.052370988,0.047032136,0.44115347
-35000.0,-18000.0,1,5,0.46762136,0.05874545,0.050539684,0.40924448
-35000.0,-12000.0,1,5,0.4715118,0.06584187,0.04884831,0.37962076
-35000.0,-6000.0,1,5,0.43459156,0.084079735,0.06447202,0.3224503
-35000.0,0.0,1,5,0.398383,0.11269443,0.079156935,0.2639788
-35000.0,6000.0,1,5,0.35540965,0.14847651,0.09639704,0.21718544
-35000.0,12000.0,1,5,0.2966166,0.20094812,0.12115922,0.17277777
-35000.0,18000.0,1,5,0.21197486,0.25818533,0.16548306,0.1393513
-35000.0,24000.0,1,5,0.14056343,0.33202347,0.2259303,0.10596986
-35000.0,30000.0,1,5,0.08256976,0.39929357,0.32640946,0.078791745
-28000.0,-30000.0,1,5,0.49223837,0.045989156,0.039610576,0.47992104
-28000.0,-24000.0,1,5,0.4755755,0.05162914,0.047068182,0.44526812
-28000.0,-18000.0,1,5,0.46753958,0.057918802,0.050575104,0.41306645
-28000.0,-12000.0,1,5,0.45299682,0.06492227,0.05679474,0.38316765
-28000.0,-6000.0,1,5,0.41638413,0.08473962,0.07190687,0.3207554
-28000.0,0.0,1,5,0.3806712,0.120442584,0.086247355,0.25203258
-28000.0,6000.0,1,5,0.32617706,0.15755941,0.108408354,0.20797789
-28000.0,12000.0,1,5,0.2685099,0.21716501,0.13422745,0.16221866
-28000.0,18000.0,1,5,0.15866356,0.28643414,0.20691267,0.12576428
-28000.0,24000.0,1,5,0.09031309,0.36322856,0.30723345,0.09324246
-28000.0,30000.0,1,5,0.06145731,0.43185437,0.39728326,0.06559848
-21000.0,-30000.0,1,5,0.49138498,0.04716446,0.039999172,0.4721628
-21000.0,-24000.0,1,5,0.47658777,0.051645678,0.046622533,0.44517517
-21000.0,-18000.0,1,5,0.46745777,0.057103112,0.05061052,0.41692346
-21000.0,-12000.0,1,5,0.43461102,0.06401464,0.06446399,0.38674748
-21000.0,-6000.0,1,5,0.39840204,0.08857283,0.079149306,0.3113099
-21000.0,0.0,1,5,0.36327142,0.12864624,0.09322521,0.2406275
-21000.0,6000.0,1,5,0.2964498,0.16780882,0.12123364,0.19849342
-21000.0,12000.0,1,5,0.20723763,0.2592249,0.16855422,0.13882604
-21000.0,18000.0,1,5,0.09945236,0.33361304,0.28771153,0.105310574
-21000.0,24000.0,1,5,0.06940973,0.41372684,0.36657265,0.072982065
-21000.0,30000.0,1,5,0.05919162,0.45878196,0.40721676,0.054338753
-14000.0,-30000.0,1,5,0.48457646,0.048993744,0.04307288,0.46067548
-14000.0,-24000.0,1,5,0.47374475,0.053811055,0.047871903,0.4334232
-14000.0,-18000.0,1,5,0.4669256,0.05907256,0.050840855,0.4077556
-14000.0,-12000.0,1,5,0.42067352,0.06403393,0.07016663,0.3866707
-14000.0,-6000.0,1,5,0.3806899,0.0925619,0.0862399,0.30214685
-14000.0,0.0,1,5,0.33175117,0.13822664,0.10608297,0.22865784
-14000.0,6000.0,1,5,0.25000384,0.21291392,0.14356485,0.16488487
-14000.0,12000.0,1,5,0.13531637,0.30213013,0.23215535,0.11871726
-14000.0,18000.0,1,5,0.07898624,0.3843769,0.3362843,0.08476472
-14000.0,24000.0,1,5,0.06255753,0.44456208,0.39266688,0.060336966
-14000.0,30000.0,1,5,0.057004407,0.47008696,0.4173962,0.04946921
-7000.0,-30000.0,1,5,0.4828455,0.050890196,0.043847058,0.44946072
-7000.0,-24000.0,1,5,0.46797603,0.055883,0.050385986,0.42285886
-7000.0,-18000.0,1,5,0.45621094,0.061333966,0.055433046,0.39780924
-7000.0,-12000.0,1,5,0.4075034,0.07011605,0.07549268,0.36411545
-7000.0,-6000.0,1,5,0.36328974,0.106098026,0.09321785,0.27521592
-7000.0,0.0,1,5,0.2814284,0.17057091,0.12807855,0.19608197
-7000.0,6000.0,1,5,0.1841543,0.27072582,0.18499413,0.13315322
-7000.0,12000.0,1,5,0.10235109,0.3506698,0.28210345,0.09831836
-7000.0,18000.0,1,5,0.06610137,0.41833913,0.378634,0.07111445
-7000.0,24000.0,1,5,0.060253914,0.46452263,0.4024856,0.051878206
-7000.0,30000.0,1,5,0.054893278,0.47590888,0.42782646,0.046921514
0.0,-30000.0,1,5,0.48161826,0.052855972,0.044394206,0.43851283
0.0,-24000.0,1,5,0.46675238,0.058029845,0.05091577,0.41254807
0.0,-18000.0,1,5,0.43700153,0.063676104,0.06347725,0.3881036
0.0,-12000.0,1,5,0.38554487,0.0767043,0.08429742,0.34295243
0.0,-6000.0,1,5,0.32606888,0.14144425,0.10845368,0.22492012
0.0,0.0,1,5,0.21458828,0.21458828,0.16382666,0.16382666
0.0,6000.0,1,5,0.14144425,0.32606888,0.22492012,0.10845368
0.0,12000.0,1,5,0.0767043,0.38554487,0.34295243,0.08429742
0.0,18000.0,1,5,0.063676104,0.43700153,0.3881036,0.06347725
0.0,24000.0,1,5,0.058029845,0.46675238,0.41254807,0.05091577
0.0,30000.0,1,5,0.052855972,0.48161826,0.43851283,0.044394206
7000.0,-30000.0,1,5,0.47590888,0.054893278,0.046921514,0.42782646
7000.0,-24000.0,1,5,0.46452263,0.060253914,0.051878206,0.4024856
7000.0,-18000.0,1,5,0.41833913,0.06610137,0.07111445,0.378634
7000.0,-12000.0,1,5,0.3506698,0.10235109,0.09831836,0.28210345
7000.0,-6000.0,1,5,0.27072582,0.1841543,0.13315322,0.18499413
7000.0,0.0,1,5,0.17057091,0.2814284,0.19608197,0.12807855
7000.0,6000.0,1,5,0.106098026,0.36328974,0.27521592,0.09321785
7000.0,12000.0,1,5,0.07011605,0.4075034,0.36411545,0.07549268
7000.0,18000.0,1,5,0.061333966,0.45621094,0.39780924,0.055433046
7000.0,24000.0,1,5,0.055883,0.46797603,0.42285886,0.050385986
7000.0,30000.0,1,5,0.050890196,0.4828455,0.44946072,0.043847058
14000.0,-30000.0,1,5,0.47008696,0.057004407,0.04946921,0.4173962
14000.0,-24000.0,1,5,0.44456208,0.06255753,0.060336966,0.39266688
14000.0,-18000.0,1,5,0.3843769,0.07898624,0.08476472,0.3362843
14000.0,-12000.0,1,5,0.30213013,0.13531637,0.11871726,0.23215535
14000.0,-6000.0,1,5,0.21291392,0.25000384,0.16488487,0.14356485
14000.0,0.0,1,5,0.13822664,0.33175117,0.22865784,0.10608297
14000.0,6000.0,1,5,0.0925619,0.3806899,0.30214685,0.0862399
14000.0,12000.0,1,5,0.06403393,0.42067352,0.3866707,0.07016663
14000.0,18000.0,1,5,0.05907256,0.4669256,0.4077556,0.050840855
14000.0,24000.0,1,5,0.053811055,0.47374475,0.4334232,0.047871903
14000.0,30000.0,1,5,0.048993744,0.48457646,0.46067548,0.04307288
21000.0,-30000.0,1,5,0.45878196,0.05919162,0.054338753,0.40721676
21000.0,-24000.0,1,5,0.41372684,0.06940973,0.072982065,0.36657265
21000.0,-18000.0,1,5,0.33361304,0.09945236,0.105310574,0.28771153
21000.0,-12000.0,1,5,0.2592249,0.20723763,0.13882604,0.16855422
21000.0,-6000.0,1,5,0.16780882,0.2964498,0.19849342,0.12123364
21000.0,0.0,1,5,0.12864624,0.36327142,0.2406275,0.09322521
21000.0,6000.0,1,5,0.08857283,0.39840204,0.3113099,0.079149306
21000.0,12000.0,1,5,0.06401464,0.43461102,0.38674748,0.06446399
21000.0,18000.0,1,5,0.057103112,0.46745777,0.41692346,0.05061052
21000.0,24000.0,1,5,0.051645678,0.47658777,0.44517517,0.046622533
21000.0,30000.0,1,5,0.04716446,0.49138498,0.4721628,0.039999172
28000.0,-30000.0,1,5,0.43185437,0.06145731,0.06559848,0.39728326
28000.0,-24000.0,1,5,0.36322856,0.09031309,0.09324246,0.30723345
28000.0,-18000.0,1,5,0.28643414,0.15866356,0.12576428,0.20691267
28000.0,-12000.0,1,5,0.21716501,0.2685099,0.16221866,0.13422745
28000.0,-6000.0,1,5,0.15755941,0.32617706,0.20797789,0.108408354
28000.0,0.0,1,5,0.120442584,0.3806712,0.25203258,0.086247355
28000.0,6000.0,1,5,0.08473962,0.41638413,0.3207554,0.07190687
28000.0,12000.0,1,5,0.06492227,0.45299682,0.38316765,0.05679474
28000.0,18000.0,1,5,0.057918802,0.46753958,0.41306645,0.050575104
28000.0,24000.0,1,5,0.05162914,0.4755755,0.44526812,0.047068182
28000.0,30000.0,1,5,0.045989156,0.49223837,0.47992104,0.039610576
35000.0,-30000.0,1,5,0.39929357,0.08256976,0.078791745,0.32640946
35000.0,-24000.0,1,5,0.33202347,0.14056343,0.10596986,0.2259303
35000.0,-18000.0,1,5,0.25818533,0.21197486,0.1393513,0.16548306
35000.0,-12000.0,1,5,0.20094812,0.2966166,0.17277777,0.12115922
35000.0,-6000.0,1,5,0.1484765,0.35540965,0.21718544,0.09639704
35000.0,0.0,1,5,0.11269443,0.398383,0.2639788,0.079156935
35000.0,6000.0,1,5,0.084079735,0.43459156,0.3224503,0.06447202
35000.0,12000.0,1,5,0.06584187,0.4715118,0.37962076,0.04884831
35000.0,18000.0,1,5,0.05874545,0.46762136,0.40924448,0.050539684
35000.0,24000.0,1,5,0.052370988,0.4756575,0.44115347,0.047032136
35000.0,30000.0,1,5,0.046653923,0.4894367,0.47549486,0.0408835
